Incident No.,drone-incident-id,Description,drone-type,cfs-date,drone-date,Block Location,drone-address,Full FIPS (block),drone-FIPS,drone-id,FIPS_MATCH
230326L00025487,CVL25485,Traffic Collision,Pursuit/ Stolen Vehicle/ Recovered Firearm,2023-03-26 14:37:53.470,2023-03-26 14:36:00,300 BLOCK E ORANGE AV,I-5/ Main St.,060730133061002,060730219002002,a2b747801c341b93f66af0da8bcd0578,False
220425L00033496,CVL33493,[Protected Call Type],Fire,2022-04-25 11:35:20.203,2022-04-25 11:31:00,1600 BLOCK SANTA VENETIA ST,500 Flower St.,060730133171001,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033491,CVL33493,Missing Person,Fire,2022-04-25 11:25:20.157,2022-04-25 11:31:00,300 BLOCK FOURTH AV,500 Flower St.,060730127003000,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033490,CVL33493,Indecent Exposure,Fire,2022-04-25 11:27:31.460,2022-04-25 11:31:00,200 BLOCK BROADWAY,500 Flower St.,060730125022000,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033495,CVL33493,Petty Theft <=$950,Fire,2022-04-25 11:31:37.377,2022-04-25 11:31:00,200 BLOCK BROADWAY,500 Flower St.,060730125022000,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033487,CVL33493,Drunk in Public,Fire,2022-04-25 11:22:19.453,2022-04-25 11:31:00,2000 BLOCK BIRCH RD,500 Flower St.,060730133192026,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033486,CVL33493,Resist/Delay/Obstruct Officer,Fire,2022-04-25 11:15:02.557,2022-04-25 11:31:00,400 BLOCK BROADWAY,500 Flower St.,060730125012000,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033492,CVL33493,Traffic Stop,Fire,2022-04-25 11:29:45.060,2022-04-25 11:31:00,FOURTH AV & J ST,500 Flower St.,060730130002003,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033485,CVL33493,Illegally Parked Vehicle,Fire,2022-04-25 11:12:26.550,2022-04-25 11:31:00,400 BLOCK QUEEN ANNE DR,500 Flower St.,060730131043003,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033488,CVL33493,Incident Follow Up,Fire,2022-04-25 11:25:25.840,2022-04-25 11:31:00,1900 BLOCK MAGDALENA AV,500 Flower St.,060730133173001,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033498,CVL33493,Suspicious Circumstances,Fire,2022-04-25 11:38:42.480,2022-04-25 11:31:00,50 BLOCK MONTE VISTA AV,500 Flower St.,060730124012001,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033489,CVL33493,Police Impound,Fire,2022-04-25 11:25:27.617,2022-04-25 11:31:00,30 BLOCK CONNOLEY CI,500 Flower St.,060730133071002,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033494,CVL33493,False Alarm - Undefined,Fire,2022-04-25 11:32:47.327,2022-04-25 11:31:00,4500 BLOCK VILLAS DR,500 Flower St.,060730208132006,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
220425L00033497,CVL33493,PR Contact,Fire,2022-04-25 11:34:54.887,2022-04-25 11:31:00,1900 BLOCK CORTE MAROMA,500 Flower St.,060730134223011,060730124023002,6b20e44428fafb1db01ebdef35037cb2,False
210829L00072485,CVL72474,Disturbance - Noise,Reckless Drivers,2021-08-29 17:47:38.937,2021-08-29 17:40:00,1000 BLOCK THIRD AV,Main St./ Beyer Blvd.,060730131023003,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072478,CVL72474,Unknown Problem,Reckless Drivers,2021-08-29 17:28:05.773,2021-08-29 17:40:00,700 BLOCK BROADWAY,Main St./ Beyer Blvd.,060730126003000,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072480,CVL72474,Disturbance - General,Reckless Drivers,2021-08-29 17:34:38.783,2021-08-29 17:40:00,400 BLOCK DEL MAR CT,Main St./ Beyer Blvd.,060730128003000,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072477,CVL72474,Disturbance - Noise,Reckless Drivers,2021-08-29 17:21:14.480,2021-08-29 17:40:00,1100 BLOCK OCALA AV,Main St./ Beyer Blvd.,060730133093002,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072483,CVL72474,Vandalism,Reckless Drivers,2021-08-29 17:43:07.957,2021-08-29 17:40:00,900 BLOCK BUENA VISTA WY,Main St./ Beyer Blvd.,060730134143003,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072482,CVL72474,Disturbance - General,Reckless Drivers,2021-08-29 17:41:02.493,2021-08-29 17:40:00,3700 BLOCK MAIN ST,Main St./ Beyer Blvd.,060730133071002,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072486,CVL72474,Assault,Reckless Drivers,2021-08-29 17:50:14.947,2021-08-29 17:40:00,1800 BLOCK LOS FELIZ DR,Main St./ Beyer Blvd.,060730133211004,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
210829L00072481,CVL72474,Civil Dispute,Reckless Drivers,2021-08-29 17:29:34.757,2021-08-29 17:40:00,300 BLOCK CENTER ST,Main St./ Beyer Blvd.,060730123021012,060730132061002,cc49ac4c3c1d1afc455ce1754a63870d,False
230415L00031653,CVL31651,Drunk Driver,Welfare Check,2023-04-15 14:28:50.247,2023-04-15 14:18:00,300 BLOCK E ST,800 Third Ave.,060730123021002,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031655,CVL31651,Reckless Driver,Welfare Check,2023-04-15 14:32:38.973,2023-04-15 14:18:00,500 BLOCK F ST,800 Third Ave.,060730124022011,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031650,CVL31651,Non-Injury Collision,Welfare Check,2023-04-15 14:18:33.647,2023-04-15 14:18:00,100 BLOCK BROADWAY,800 Third Ave.,060730125023007,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031649,CVL31651,Found,Welfare Check,2023-04-15 14:11:20.403,2023-04-15 14:18:00,800 BLOCK MADISON AV,800 Third Ave.,060730126004002,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031652,CVL31651,Incident Follow Up,Welfare Check,2023-04-15 14:26:21.787,2023-04-15 14:18:00,1800 BLOCK MAIN CT,800 Third Ave.,060730133173051,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031656,CVL31651,Traffic Collision,Welfare Check,2023-04-15 14:36:20.060,2023-04-15 14:18:00,600 BLOCK ANITA ST,800 Third Ave.,060730132051000,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031648,CVL31651,Reckless Driver,Welfare Check,2023-04-15 14:11:07.717,2023-04-15 14:18:00,1500 BLOCK TELEGRAPH CANYON RD,800 Third Ave.,060730133232000,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031645,CVL31651,Prowler,Welfare Check,2023-04-15 14:02:10.287,2023-04-15 14:18:00,1100 BLOCK HUNTE PW,800 Third Ave.,060730133214002,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230415L00031647,CVL31651,Fraud/Forgery,Welfare Check,2023-04-15 14:03:09.980,2023-04-15 14:18:00,1900 BLOCK SOHO LN,800 Third Ave.,060730133192041,060730130003000,ca6ec1babbbde7a5b41587a919098a2d,False
230326L00025475,CVL35472,Disturbance - Traffic,Welfare Check,2023-03-26 13:41:53.113,2023-03-26 13:38:00,200 BLOCK BONITA GLEN DR,400 E. H St.,060730123042002,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025473,CVL35472,PR Contact,Welfare Check,2023-03-26 13:27:45.173,2023-03-26 13:38:00,2200 BLOCK OTAY LAKES RD,400 E. H St.,060730134242005,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025478,CVL35472,Suspicious Circumstances,Welfare Check,2023-03-26 13:49:10.587,2023-03-26 13:38:00,1 BLOCK LAS FLORES DR,400 E. H St.,060730123031012,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025480,CVL35472,Overdose,Welfare Check,2023-03-26 13:55:08.723,2023-03-26 13:38:00,4400 BLOCK SWEETWATER RD,400 E. H St.,060730208132006,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025474,CVL35472,Disturbance - General,Welfare Check,2023-03-26 13:33:21.467,2023-03-26 13:38:00,1500 BLOCK MAX AV,400 E. H St.,060730133072000,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025476,CVL35472,Police Impound,Welfare Check,2023-03-26 13:46:05.363,2023-03-26 13:38:00,900 BLOCK INDUSTRIAL BL,400 E. H St.,060730131031000,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
230326L00025471,CVL35472,Petty Theft <=$950,Welfare Check,2023-03-26 13:22:13.903,2023-03-26 13:38:00,300 BLOCK E H ST,400 E. H St.,060730134092000,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,True
230326L00025472,CVL35472,[Protected Call Type],Welfare Check,2023-03-26 13:24:34.510,2023-03-26 13:38:00,400 BLOCK E H ST,400 E. H St.,060730134092000,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,True
230326L00025477,CVL35472,Traffic Stop,Welfare Check,2023-03-26 13:49:51.620,2023-03-26 13:38:00,1 BLOCK N BROADWAY,400 E. H St.,060730208132006,060730134092000,a5c92be5dfc9e1cb30a9fc5b87294f8c,False
220221L00014980,CV2202523,PR Contact,Assault with a deadly weapon,2022-02-21 08:41:08.283,2022-02-21 08:27:00,1500 BLOCK OLEANDER AV,900 Marina Pkwy,060730133121002,060730126001009,1ecf1e8fd214de9c9af578a0780bb9d6,False
220221L00014978,CV2202523,Burglary - Commercial,Assault with a deadly weapon,2022-02-21 08:25:20.553,2022-02-21 08:27:00,2300 BLOCK BOSWELL RD,900 Marina Pkwy,060730134242007,060730126001009,1ecf1e8fd214de9c9af578a0780bb9d6,False
220221L00014979,CV2202523,Incident Follow Up,Assault with a deadly weapon,2022-02-21 08:21:52.110,2022-02-21 08:27:00,700 BLOCK VALLEY VIEW DR,900 Marina Pkwy,060730134242000,060730126001009,1ecf1e8fd214de9c9af578a0780bb9d6,False
220221L00014977,CV2202523,Illegally Parked Vehicle,Assault with a deadly weapon,2022-02-21 08:17:25.837,2022-02-21 08:27:00,FOURTH AV & VANCE ST,900 Marina Pkwy,060730127001000,060730126001009,1ecf1e8fd214de9c9af578a0780bb9d6,False
210723L00061125,,[Protected Call Type],,2021-07-23 08:45:29.590,2021-07-23 08:46:00,400 BLOCK H ST,"HXRQ+C7 Chula Vista, CA, USA",060730127001002,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061127,,False Alarm - Undefined,,2021-07-23 08:57:35.820,2021-07-23 08:46:00,300 BLOCK H ST,"HXRQ+C7 Chula Vista, CA, USA",060730128003001,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061122,,Narcotics,,2021-07-23 08:38:55.790,2021-07-23 08:46:00,BROADWAY & F ST,"HXRQ+C7 Chula Vista, CA, USA",060730125011000,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061124,,Fraud/Forgery,,2021-07-23 08:40:31.940,2021-07-23 08:46:00,100 BLOCK MANKATO ST,"HXRQ+C7 Chula Vista, CA, USA",060730128002003,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061129,,PR Contact,,2021-07-23 09:00:52.680,2021-07-23 08:46:00,CROSSROADS ST & DISCOVERY FALLS DR,"HXRQ+C7 Chula Vista, CA, USA",060730133214010,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061123,,PR Contact,,2021-07-23 08:40:56.270,2021-07-23 08:46:00,50 BLOCK FIFTH AV,"HXRQ+C7 Chula Vista, CA, USA",060730124012004,060730134092001,544cd385b20c8067806015fcdcf2515f,False
210723L00061121,,False Alarm - Undefined,,2021-07-23 08:32:54.493,2021-07-23 08:46:00,1400 BLOCK LILAC AV,"HXRQ+C7 Chula Vista, CA, USA",060730133094010,060730134092001,544cd385b20c8067806015fcdcf2515f,False
230204L00010330,,Vehicle Pursuit,,2023-02-04 15:07:49.267,2023-02-04 15:05:00,1300 BLOCK FOURTH AV,315 4th Ave,060730132063002,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010329,,Vehicle Theft,,2023-02-04 15:04:51.947,2023-02-04 15:05:00,500 BLOCK BROADWAY,315 4th Ave,060730126001004,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010326,,Check a Person's Well Being,,2023-02-04 14:53:26.170,2023-02-04 15:05:00,600 BLOCK TELEGRAPH CANYON RD,315 4th Ave,060730133091000,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010333,,[Protected Call Type],,2023-02-04 15:14:00.667,2023-02-04 15:05:00,100 BLOCK PALOMAR ST,315 4th Ave,060730132033001,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010334,,Person Down,,2023-02-04 15:21:09.507,2023-02-04 15:05:00,700 BLOCK ANITA ST,315 4th Ave,060730132051003,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010328,,Traffic Stop,,2023-02-04 15:03:05.353,2023-02-04 15:05:00,1600 BLOCK OLYMPIC PW,315 4th Ave,060730133232000,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010327,,Other Incident,,2023-02-04 14:56:55.613,2023-02-04 15:05:00,1400 BLOCK FRANCESCHI DR,315 4th Ave,060730133171001,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
230204L00010331,,Vehicle Theft,,2023-02-04 15:08:58.307,2023-02-04 15:05:00,800 BLOCK E H ST,315 4th Ave,060730134093000,060730123021013,f8c5fde99ca15f6c6467e73f23990ad5,False
220227L00016792,L016798,Ensure Safety of Fire and Medical Personnel,Robbery/Shooting,2022-02-27 10:42:36.730,2022-02-27 10:55:00,700 BLOCK MEDICAL CENTER CT,880 Energy Way,060730133272001,060730133173049,bc5cac90ad4a49025cf861eac8101a00,False
220227L00016797,L016798,Traffic Stop,Robbery/Shooting,2022-02-27 11:08:58.387,2022-02-27 10:55:00,BROADWAY & H ST,880 Energy Way,060730126001004,060730133173049,bc5cac90ad4a49025cf861eac8101a00,False
220227L00016794,L016798,Disturbance - General,Robbery/Shooting,2022-02-27 11:00:49.497,2022-02-27 10:55:00,1200 BLOCK BROADWAY,880 Energy Way,060730131032012,060730133173049,bc5cac90ad4a49025cf861eac8101a00,False
220227L00016799,L016798,Robbery,Robbery/Shooting,2022-02-27 11:12:26.450,2022-02-27 10:55:00,800 BLOCK ENERGY WY,880 Energy Way,060730133173049,060730133173049,bc5cac90ad4a49025cf861eac8101a00,True
220227L00016795,L016798,Pedestrian Stop,Robbery/Shooting,2022-02-27 11:04:29.413,2022-02-27 10:55:00,THIRD AV & N GLOVER AV,880 Energy Way,060730124012000,060730133173049,bc5cac90ad4a49025cf861eac8101a00,False
220227L00016793,L016798,Illegally Parked Vehicle,Robbery/Shooting,2022-02-27 10:56:44.967,2022-02-27 10:55:00,VANCE ST & FOURTH AV,880 Energy Way,060730127001000,060730133173049,bc5cac90ad4a49025cf861eac8101a00,False
220502L00035741,,Overdose,,2022-05-02 18:23:04.047,2022-05-02 18:15:00,600 BLOCK H ST,330 Moss St,060730127002008,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035738,,Extra Patrol,,2022-05-02 18:16:16.407,2022-05-02 18:15:00,500 BLOCK BROADWAY,330 Moss St,060730126001004,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035743,,Minor Injury Collision,,2022-05-02 18:30:09.380,2022-05-02 18:15:00,THIRD AV & NAPLES ST,330 Moss St,060730131023003,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035736,,Assault,,2022-05-02 18:05:42.787,2022-05-02 18:15:00,100 BLOCK ORANGE AV,330 Moss St,060730133031005,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035735,,Traffic Stop,,2022-05-02 18:08:35.553,2022-05-02 18:15:00,BROADWAY & E ST,330 Moss St,060730125022000,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035740,,Incident Follow Up,,2022-05-02 18:19:09.323,2022-05-02 18:15:00,2500 BLOCK OAK SPRINGS DR,330 Moss St,060730133162001,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035744,,Illegally Parked Vehicle,,2022-05-02 18:29:06.307,2022-05-02 18:15:00,MINOT AV & E ST,330 Moss St,060730123031014,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
220502L00035742,,Disturbance - General,,2022-05-02 18:23:43.463,2022-05-02 18:15:00,2800 BLOCK ATHENS RD,330 Moss St,060730133201005,060730131022000,1834bc85bdcb7b9aa74f71b8ebfa000e,False
230204L00010288,,Extra Patrol,,2023-02-04 12:44:51.940,2023-02-04 13:02:00,1300 BLOCK EASTLAKE PW,1710 Millenia Ave,060730133214002,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010291,,Disturbance - General,,2023-02-04 12:49:45.940,2023-02-04 13:02:00,400 BLOCK THIRD AV,1710 Millenia Ave,060730127001000,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010296,,[Protected Call Type],,2023-02-04 13:18:05.757,2023-02-04 13:02:00,500 BLOCK OXFORD ST,1710 Millenia Ave,060730132062000,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010290,,Police Impound,,2023-02-04 12:46:03.780,2023-02-04 13:02:00,200 BLOCK ASH AV,1710 Millenia Ave,060730124023009,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010294,,False Alarm - Undefined,,2023-02-04 13:14:28.887,2023-02-04 13:02:00,600 BLOCK ARIZONA ST,1710 Millenia Ave,060730131044000,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010292,,Reckless Driver,,2023-02-04 13:03:26.257,2023-02-04 13:02:00,700 BLOCK E H ST,1710 Millenia Ave,060730134092000,060730133192021,63f0a8187eb7ca5799923be864e56671,False
230204L00010295,,False Alarm - Undefined,,2023-02-04 13:14:48.860,2023-02-04 13:02:00,70 BLOCK E J ST,1710 Millenia Ave,060730129002000,060730133192021,63f0a8187eb7ca5799923be864e56671,False
220119L00004978,CVL4939 ,[Protected Call Type],Theft,2022-01-19 08:46:08.337,2022-01-19 08:33:00,1000 BLOCK TIERRA DEL REY,555 Broadway,060730134202006,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004968,CVL4939 ,Fraud/Forgery,Theft,2022-01-19 08:28:19.983,2022-01-19 08:33:00,800 BLOCK H ST,555 Broadway,060730126001006,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004966,CVL4939 ,Illegally Parked Vehicle,Theft,2022-01-19 08:23:17.187,2022-01-19 08:33:00,2000 BLOCK BIRCH RD,555 Broadway,060730133192026,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004967,CVL4939 ,Disturbance - General,Theft,2022-01-19 08:26:25.990,2022-01-19 08:33:00,200 BLOCK ORANGE AV,555 Broadway,060730132043000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004963,CVL4939 ,PR Contact,Theft,2022-01-19 08:14:15.420,2022-01-19 08:33:00,800 BLOCK THIRD AV,555 Broadway,060730130003000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004969,CVL4939 ,Disturbance - Homeless-Related,Theft,2022-01-19 08:30:45.947,2022-01-19 08:33:00,300 BLOCK F ST,555 Broadway,060730123021006,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004975,CVL4939 ,Disturbance - General,Theft,2022-01-19 08:42:56.177,2022-01-19 08:33:00,1 BLOCK BROADWAY,555 Broadway,060730124011019,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004973,CVL4939 ,Police Impound,Theft,2022-01-19 08:38:47.943,2022-01-19 08:33:00,500 BLOCK ANITA ST,555 Broadway,060730132061000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004974,CVL4939 ,Police Impound,Theft,2022-01-19 08:38:06.140,2022-01-19 08:33:00,100 BLOCK FOURTH AV,555 Broadway,060730124022000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004977,CVL4939 ,False Alarm - Undefined,Theft,2022-01-19 08:52:29.703,2022-01-19 08:33:00,3500 BLOCK MAIN ST,555 Broadway,060730133071002,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004964,CVL4939 ,Vandalism,Theft,2022-01-19 08:14:10.497,2022-01-19 08:33:00,MAIN ST & NIRVANA AV,555 Broadway,060730133093006,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004965,CVL4939 ,Traffic Stop,Theft,2022-01-19 08:16:57.177,2022-01-19 08:33:00,LAKE CREST DR & OTAY LAKES RD,555 Broadway,060730133202000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004971,CVL4939 ,Traffic Stop,Theft,2022-01-19 08:37:04.620,2022-01-19 08:33:00,OTAY LAKES RD & LAKE CREST DR,555 Broadway,060730133202000,060730127001003,3fd86112b350663a38e80d384b502cda,False
220119L00004976,CVL4939 ,Incident Follow Up,Theft,2022-01-19 08:50:21.327,2022-01-19 08:33:00,BETHUNE WY & BANNER AV,555 Broadway,060730132043000,060730127001003,3fd86112b350663a38e80d384b502cda,False
230817L00070311,CVL2311139,Robbery,"415 Person, Veh Pursuit",2023-08-17 13:40:16.840,2023-08-17 13:46:00,700 BLOCK H ST,540 Auto Park Dr,060730126001002,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070315,CVL2311139,Suspicious Person,"415 Person, Veh Pursuit",2023-08-17 13:48:30.347,2023-08-17 13:46:00,600 BLOCK DENNIS AV,540 Auto Park Dr,060730134012007,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070310,CVL2311139,Indecent Exposure,"415 Person, Veh Pursuit",2023-08-17 13:38:43.150,2023-08-17 13:46:00,1600 BLOCK BROADWAY,540 Auto Park Dr,060730132051013,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070305,CVL2311139,Illegally Parked Vehicle,"415 Person, Veh Pursuit",2023-08-17 13:33:31.910,2023-08-17 13:46:00,1400 BLOCK SECOND AV,540 Auto Park Dr,060730132035000,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070314,CVL2311139,Non-Injury Collision,"415 Person, Veh Pursuit",2023-08-17 13:45:30.410,2023-08-17 13:46:00,FIFTH AV & OXFORD ST,540 Auto Park Dr,060730132062000,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070307,CVL2311139,[Protected Call Type],"415 Person, Veh Pursuit",2023-08-17 13:32:21.957,2023-08-17 13:46:00,2300 BLOCK PROCTOR VALLEY RD,540 Auto Park Dr,060730134241002,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
230817L00070308,CVL2311139,Traffic Hazard,"415 Person, Veh Pursuit",2023-08-17 13:33:57.270,2023-08-17 13:46:00,OLYMPIC PW & E ORANGE AV,540 Auto Park Dr,060730133121000,060730133173051,0b23301d6f257c73b109798c5214a1d7,False
