lat_map,lon_map,time,id,date_x,time_s,address_map,incident_id,type,department,clean-type,match,population_exposed,households_exposed,total_blocks,date_y
32.6467788,-117.0910982,1:15pm,99fac1db2e572ad058283a349cecd7aa,2023-04-25,1:15pm,500 Casselman Street,Cvl34715,unknown problem,cvpd,unknown problem,34715,3937.0,1476.0,16.0,2023-04-25
32.6367171,-117.0962118,11:56am,cae33015bd4d97134a84e656cf8ec727,2023-04-25,11:56am,700 F Street,cvl34685,family dispute,cvpd,family dispute,34685,6522.0,2714.0,11.0,2023-04-25
32.6359909,-117.0291331,11:44am,8e3dabf090dd676aeb2a0f629376eb5b,2023-04-25,11:44am,800 East h Street ,cvl34680 ,Coverage of the area for an unknown problem,cvpd,coverage of the area for an unknown problem,34680,3792.0,1247.0,8.0,2023-04-25
32.5984798,-117.0768214,10:49am,4e1bcadf202a3da799497621e09c2d3f,2023-04-25,10:49am,1600 broadway Avenue,cvl34662 ,Subject causing a disturbance,cvpd,subject causing a disturbance,34662,9771.0,3555.0,13.0,2023-04-25
32.6478961,-117.0835841,10:05am,05c3899030286de79f31695e546b9592,2023-04-25,10:05am,100 Landis Avenue,cvl34653 ,Welfare Check,cvpd,welfare check,34653,637.0,258.0,6.0,2023-04-25
32.6228421,-117.0772129,9:15am,31e1faf9707fdc8ebd95106edea83efd,2023-04-25,9:15am,800 Fourth Avenue,cvl34633,Assault,cvpd,assault,34633,2057.0,738.0,4.0,2023-04-25
32.6263262689357,-117.038028462539,6:14am,5cdcde2084c8ca165dc3078e00586fe4,2023-04-25,6:14am,1010 Oleander Ave,,,cvpd,,,738.0,221.0,2.0,2023-04-25
32.6263188439651,-117.038000281101,5:56am,65cdb80089daf557d697b864ae04fb40,2023-04-25,5:56am,1010 Oleander Ave,,,cvpd,,,738.0,221.0,2.0,2023-04-25
32.6172863,-117.0708146,6:00pm,8fb933ce4897aed64f30768c53c46270,2023-04-26,6:00pm,1000 Third Avenue,L035114,Person with Knife,cvpd,person with knife,35114,4521.0,1687.0,4.0,2023-04-27
32.6360424,-116.9674959,5:52pm,3a4d3639e8abe844074813c2fdb04bdb,2023-04-26,5:52pm,Trinidad Cove/ Eastlake Parkway,L035128,Unknown Problem,cvpd,unknown problem,35128,4056.0,1259.0,13.0,2023-04-27
32.634564,-116.9850083,5:20pm,48233b881fa0ffeefa5026b81ca81076,2023-04-26,5:20pm,1200 Santa Cora Avenue & Trinidad Cove/ Eastlake Pkwy,2305624/ L035128,Mental health call / Unknown problem,cvpd,mental health call / unknown problem,35128,6198.0,1995.0,26.0,2023-04-27
32.6079079,-117.0623249,4:59pm,6a3e6dc27bd6759ef9a292e810437baf,2023-04-26,4:59pm,200 Palomar Street,2305619,Domestic Violence,cvpd,domestic violence,05619,5972.0,2147.0,10.0,2023-04-26
32.6144582,-117.0232659,4:10pm,53c2902fa6a3e1e2e65dee0dd8fca59a,2023-04-26,4:10pm,800 E Palomar St,L035106,Suspicious Person,cvpd,suspicious person,35106,2836.0,967.0,5.0,2023-04-26
32.6955829,-117.1416498,3:41pm,bde4fd18c9237982ef60f20b030224a6,2023-04-26,3:41pm,2200 Main St,L035100,Welfare Check,cvpd,welfare check,35100,7553.0,2812.0,11.0,2023-04-26
32.6099128,-117.0816837,3:04pm,a7c1007b27c521cc37ad3e9c69bdd4a4,2023-04-26,3:04pm,1100 Broadway,L035087,Disturbance,cvpd,disturbance,35087,5084.0,1740.0,8.0,2023-04-26
32.6541333,-117.0882341,2:57pm,72dcf96e43dd3cd254dd0a31d834db25,2023-04-26,2:57pm,Trousdale Dr/ Brisbane St,L035074,Stolen Vehicle,cvpd,stolen vehicle,35074,3894.0,1541.0,16.0,2023-04-26
32.6197969,-117.0229425,9:09am,d50cf4d186396344305cd9fd6d33217c,2023-04-26,9:09am,751 Medical Center Ct,,,cvpd,,,3168.0,1034.0,6.0,2023-04-26
32.6394364924366,-117.083548561007,1:45pm,f2713b5bee46f9e3a4c92334a21817c8,2023-04-26,1:45pm,315 Center St,,,cvpd,,,521.0,224.0,2.0,2023-04-26
32.6399885,-117.08270059,1:00pm,3b5e1b83bfa48dc71eb7461beda202c9,2023-04-26,1:00pm,400 Fifth Avenue,cvl35056,Traffic Collision,cvpd,traffic collision,35056,1595.0,668.0,4.0,2023-04-26
32.6031175,-117.0788158,12:14pm,05dc1340aece747ebbd02684722e5b25,2023-04-26,12:14pm,600 Palomar street,cvl 35041,Person starting fire,cvpd,person starting fire,35041,6663.0,2225.0,9.0,2023-04-26
32.6445481,-117.0950831,11:57am,0c2e1698d10c55d9ac037a8cb677fd60,2023-04-26,11:57am,100 Broadway avenue,cvl35034,possible domestic dispute,cvpd,possible domestic dispute,35034,2165.0,840.0,11.0,2023-04-26
32.7150038,-117.157851,11:04am,f904dbc8640812527450f1423fcfe139,2023-04-26,11:04am,700 E Street,Cvl3503,Fire call,cvpd,fire call,03503,10389.0,3910.0,22.0,2023-04-26
32.6174323,-117.0716604,10:25am,3adae866710694840e868cb512b1820b,2023-04-26,10:25am,330 Moss St,,,cvpd,,,5960.0,2126.0,8.0,2023-04-26
32.6313306,-116.985843,9:11am,7730137e71cf9152d41c44ea37f028c8,2023-04-26,9:11am,1250 Santa Cora avenue,Cvl34975,Domestic Dispute,cvpd,domestic dispute,34975,7307.0,2257.0,26.0,2023-04-26
32.6541333,-117.0882341,2:54pm,c9921d5f7a39bc296d75f584c08b0977,2023-04-26,2:54pm,Trousdale Dr/ Brisbane St,L035074,Stolen Vehicle,cvpd,stolen vehicle,35074,4003.0,1502.0,9.0,2023-04-26
32.6472106,-116.9654886,4:48pm,31033988e9548e1fd4ef5bec6dc97812,2023-04-27,4:48pm,2290 Otay Lakes Rd.,CVL35420,Suspicious Person,cvpd,suspicious person,35420,4059.0,1269.0,16.0,2023-04-27
32.6382026704132,-117.0254946263,7:10pm,198f0d497374e3d3b80160b3f4711714,2023-04-27,7:10pm,877 E H St,,,cvpd,,,706.0,231.0,1.0,2023-04-28
32.6377627,-117.0247897,7:10pm,7473fc1de9a635327c8cba9a790eaf33,2023-04-27,7:10pm,877 E H St,CVL035455,Subject With A Gun,cvpd,subject with a gun,35455,,,,
32.5947691,-117.0690226,5:48pm,8ded4a567e318344ad291dac55679a85,2023-04-27,5:48pm,Fourth Ave./ Main St.,CVL35430,Suspicious Vehicle,cvpd,suspicious vehicle,35430,5218.0,1881.0,6.0,2023-04-28
32.6218002,-117.0274966,5:37pm,da852749e88ac9e1775bb60ad365332b,2023-04-27,5:37pm,Medical Center Dr./ E. Naples Ct.,CVL35424,Welfare Check,cvpd,welfare check,35424,1464.0,483.0,2.0,2023-04-28
32.6203703,-116.990393,5:33pm,215d0417db356c6bd14afee5687126da,2023-04-27,5:33pm,1250 Olympic Pkwy.,CVL35441,Welfare Check,cvpd,welfare check,35441,4422.0,1376.0,18.0,2023-04-28
32.6377974,-117.0917736,4:23pm,8d205c9a75f9cd3b3fadf35754e1dd81,2023-04-27,4:23pm,303 Broadway,CVL35415,Subject Causing Disturbance,cvpd,subject causing disturbance,35415,1537.0,665.0,3.0,2023-04-27
32.6332605,-117.0939602,6:24pm,d051f5398b21549d61260417fe7a47bf,2023-04-27,6:24pm,400 Oaklawn Ave.,CVL35422,Suspicious Person,cvpd,suspicious person,35422,6808.0,2616.0,9.0,2023-04-28
32.6448251,-117.0017059,3:57pm,2ba48edab6aaf1c20c26c2dfe77e1cf4,2023-04-27,3:57pm,780 Otay Lakes Rd.,CVL35400,Fight,cvpd,fight,35400,8087.0,2593.0,32.0,2023-04-27
32.6183741,-116.9665092,2:03pm,95bd485d7c05f3db6b41d25a7a44e69d,2023-04-27,2:03pm,1700 Metro Ave.,CVL35371,Unknown Problem ,cvpd,unknown problem,35371,752.0,356.0,7.0,2023-04-27
32.6378427,-117.0785229,1:01pm,19ed4d62dc8e802107540c30b30416a7,2023-04-27,1:01pm,Third Ave./ G St.,CVL35357,Welfare Check,cvpd,welfare check,35357,2062.0,921.0,6.0,2023-04-27
32.6146381,-117.0902867,12:52pm,e8009c3191a09e3da8cdb02c0b85b361,2023-04-27,12:52pm,900 Industrial Blvd.,CVL35345,Traffic Hazazrd,cvpd,traffic hazazrd,35345,3131.0,1166.0,5.0,2023-04-27
32.5985919,-117.087396,9:37am,34e33480f5a04cb97c82726611bf738f,2023-04-27,9:37am,800 Anita St.,CVL35291,Welfare Check,cvpd,welfare check,35291,10809.0,3844.0,13.0,2023-04-27
32.6143328,-117.0605362,12:23pm,63f6e3e04059a0c826744d8bd6a1156a,2023-04-27,12:23pm,100 Emerson St.,CVL35345,Shots Heard,cvpd,shots heard,35345,4505.0,1535.0,13.0,2023-04-27
32.6056382,-117.0735011,12:03pm,679c9c3d95a4a1e1839a7026a480e529,2023-04-27,12:03pm,480 Palomar St.,CVL35338,Suspicious Person,cvpd,suspicious person,35338,4581.0,1641.0,6.0,2023-04-27
32.6220505,-117.0679511,4:02pm,d52fc43c78299fd407afcf511d2eb7c3,2023-04-27,4:02pm,200 L St.,CVL35406,Welfare Check,cvpd,welfare check,35406,1204.0,429.0,2.0,2023-04-27
32.6501786,-117.0879108,8:03pm,b2ef2ee593f2790053d60a727faf0d93,2023-04-28,8:03pm,20 Fourth Ave.,CVL35810,Graffiti,cvpd,graffiti,35810,3521.0,1322.0,15.0,2023-04-29
32.636681,-117.069054,8:20pm,71701ab371afa85aa3fd8d47d9fe92ee,2023-04-28,8:20pm,First Ave./ H St.,CVL35814,Traffic Hazard,cvpd,traffic hazard,35814,4187.0,1651.0,22.0,2023-04-29
32.5979627,-117.0845024,8:39pm,1682ea308fc77e5dad47b327c5385777,2023-04-28,8:39pm,1616 Industrial Blvd.,CVL35817,Burglary,cvpd,burglary,35817,9510.0,3072.0,19.0,2023-04-29
32.6146246,-117.0919441,9:00pm,b927dcba9bf758ebde957cfd202bd77d,2023-04-28,9:00pm,900 Bay Blvd.,CVL35824,Suspicious Person,cvpd,suspicious person,35824,4044.0,1418.0,27.0,2023-04-29
32.6196767,-117.0850599,10:29pm,98cca2eef3861e6e68b48d0c403e547f,2023-04-28,10:29pm,193 Broadway,CVL35843,Unknown Problem,cvpd,unknown problem,35843,1056.0,385.0,7.0,2023-04-29
32.630241,-117.0873905,9:05pm,cd11c14000fb0f7887375b805d655883,2023-04-28,9:05pm,555 Broadway,CVL35827,Fight,cvpd,fight,35827,,,,
32.625526,-117.0950559,10:08pm,397b82d3bdd891f25f96fcea01c9fc01,2023-04-28,10:08pm,600 Bay Blvd.,CVL35836,Welfare Check,cvpd,welfare check,35836,5061.0,1818.0,23.0,2023-04-29
32.6255009,-116.9766023,6:51pm,3d2f1536df82569fe543945fcebf68cd,2023-04-28,6:51pm,1500 Magdalena Ave.,CVL35788,Fight,cvpd,fight,35788,640.0,196.0,9.0,2023-04-29
32.7073885,-117.007844,10:59pm,65681716d055ac8260b30e9a7dd93cb7,2023-04-28,10:59pm,I-5/ SR-54,CVL35852,Pursuit,cvpd,pursuit,35852,4202.0,1625.0,15.0,2023-04-29
32.598926,-117.0343294,9:01pm,47ed1a30b4d6154d85fab5f3197916bb,2023-04-28,9:01pm,500 Tamarack St.,CVL35813,Domestic Violence,cvpd,domestic violence,35813,10652.0,3258.0,31.0,2023-04-29
32.6148569,-117.0803736,6:32pm,b05d5c28c3bc78865bb9b394e2e17c4a,2023-04-28,6:32pm,986 Fifth Ave.,CVL35786,Missing Child,cvpd,missing child,35786,2710.0,936.0,4.0,2023-04-29
32.6293106,-117.0815872,6:37pm,5540f9dd26196a08e28ed247b012bd26,2023-04-28,6:37pm,600 Fig Ave.,CVL35792,Suspicious Circumstances,cvpd,suspicious circumstances,35792,4122.0,1787.0,16.0,2023-04-29
32.641865,-117.0778622,4:42pm,c5b35ed77567f77c20624a5484ee9478,2023-04-28,4:42pm,300 Del Mar Ave.,CVL35757,Fight,cvpd,fight,35757,1542.0,665.0,6.0,2023-04-28
32.6049295,-117.0885329,9:11am,70682cfd50606e558e76270cdc7e559c,2023-04-28,9:11am,1180 Walnut Ave.,CVL35598,Suspicious Person ,cvpd,suspicious person,35598,6541.0,2121.0,11.0,2023-04-28
32.6047624,-117.0810631,5:23pm,601abe45dd828f262387df83cffa20c4,2023-04-28,5:23pm,1240 Broadway,CVL35758,Suspicious Person,cvpd,suspicious person,35758,6671.0,2225.0,10.0,2023-04-29
32.6501504,-117.0906704,10:46am,5b2cf319802933f6508a955e8f1324e8,2023-04-28,10:46am,465 C St.,CVL35637,Unknown Problem,cvpd,unknown problem,35637,2603.0,978.0,9.0,2023-04-28
32.6331451,-116.9697667,10:53am,5ab940aa0cef535c05107020e0eb0e14,2023-04-28,10:53am,1320 Eastlake Pkwy.,CVL35633,Unknown Problem,cvpd,unknown problem,35633,11956.0,3968.0,45.0,2023-04-28
32.6413353,-117.0935216,11:21am,43275a42db950d3ad3c38fdcfe313d2c,2023-04-28,11:21am,Broadway/ E St.,CVL35644,Vandalism,cvpd,vandalism,35644,6706.0,2598.0,26.0,2023-04-28
32.6208259,-117.0264689,11:35am,e2dda2f3e5c3ed7638a5f3197970f01c,2023-04-28,11:35am,700 Medical Center Ct.,CVL35648,Welfare Check,cvpd,welfare check,35648,2822.0,922.0,7.0,2023-04-28
32.620253,-117.0864963,9:28am,245a183cc5acfe7f0a0bb768fa225c60,2023-04-28,9:28am,800 Riverlawn Ave.,CVL35550,Wanted Subject,cvpd,wanted subject,35550,1796.0,626.0,9.0,2023-04-28
32.6243158,-116.9973832,1:23pm,b5a75280da12348fca18e5e1b7cca784,2023-04-28,1:23pm,1381 E. Palomar St.,CVL35689,Fight,cvpd,fight,35689,8911.0,2860.0,32.0,2023-04-28
32.7073885,-117.007844,1:42pm,a2717f19fac09606c96fd4886c62b27e,2023-04-28,1:42pm,I-5/ SR-54,CVL35697,Suspicious Person,cvpd,suspicious person,35697,3629.0,1426.0,12.0,2023-04-28
32.6445725,-117.0827435,2:21pm,f5ac16111c50563dd71c18ef7761305f,2023-04-28,2:21pm,333 E St.,CVL35703,Welfare Check,cvpd,welfare check,35703,394.0,169.0,3.0,2023-04-28
32.629458,-117.0405147,2:57pm,f733f7e3b15736e42fe5e300c314fd93,2023-04-28,2:57pm,507 Telegraph Canyon Rd.,CVL35708,Welfare Check,cvpd,welfare check,35708,3665.0,1190.0,12.0,2023-04-28
32.6332677,-116.9414092,12:03pm,b1adcc344ebed7d4040eaf9fb545b88d,2023-04-28,12:03pm,Olympic Pkwy./ Olympic Vista Rd.,CVL35664,Unknown Problem,cvpd,unknown problem,35664,11142.0,3620.0,38.0,2023-04-28
32.624438,-117.095347,11:41pm,37a3cc947c339dae881dc6424416f663,2023-04-29,11:41pm,630 Bay Blvd.,CVL36153,Burglary Alarm,cvpd,burglary alarm,36153,6224.0,2297.0,24.0,2023-04-30
32.624438,-117.095347,11:29pm,711e6c14dd3316af92b3f55e86968fab,2023-04-29,11:29pm,630 Bay Blvd.,CVL36153,Burglary Alarm,cvpd,burglary alarm,36153,3500.0,1116.0,26.0,2023-04-30
32.6062427794189,-117.033195962459,11:24pm,df57fcdabb5af593b3616f4650f8e4df,2023-04-29,11:24pm,1500 Oleander Ave,,,cvpd,,,1053.0,298.0,3.0,2023-04-30
32.624438,-117.095347,11:14pm,70dad9ae2fcb1e249a40cc7366441d15,2023-04-29,11:14pm,630 Bay Blvd.,CVL36153 ,Burglary Alarm,cvpd,burglary alarm,36153,6993.0,2516.0,25.0,2023-04-30
32.6355158,-117.0867392,10:51pm,ea7b52a6ee3eb9c5570fd9e07045d228,2023-04-29,10:51pm,500 G St.,CVL36136,Traffic Hazard,cvpd,traffic hazard,36136,3709.0,1258.0,17.0,2023-04-30
32.639897,-117.094566,8:35pm,ca1f195c4ecf8842f10a7855cf383472,2023-04-29,8:35pm,230 Broadway,CVL36110,Fight,cvpd,fight,36110,3853.0,1520.0,13.0,2023-04-30
32.6171908,-117.0707564,7:23pm,31cb6d5bfe4fa800ab1a4975b5a22158,2023-04-29,7:23pm,1000 Third Ave.,CVL36090,Collision,cvpd,collision,36090,2326.0,842.0,2.0,2023-04-30
32.6288212,-117.0932904,7:19pm,3c74a95f81417ce2c38ddd20c660c494,2023-04-29,7:19pm,535 Woodlawn Ave.,CVL36088,Unknown Problem,cvpd,unknown problem,36088,3810.0,1310.0,10.0,2023-04-30
32.6303176982578,-117.04177081823,7:19pm,9ee2d451abccec13b81ec62872d740d5,2023-04-29,7:19pm,502 Douglas St,,,cvpd,,,523.0,145.0,3.0,2023-04-30
32.62821,-117.0931066,6:14pm,36aaa4bd0b4966efa8709ba25706f953,2023-04-29,6:14pm,544 Woodlawn Ave.,CVL3606,Subject Causing Disturbance,cvpd,subject causing disturbance,03606,6576.0,2352.0,17.0,2023-04-30
32.6285364,-117.1045304,5:45pm,78545764e1f5cee051371f2292501e98,2023-04-29,5:45pm,900 Bayside Pkwy.,CVL36065,Fire,cvpd,fire,36065,5252.0,2139.0,16.0,2023-04-30
32.6031175,-117.0788158,6:20pm,5699e162a768ec30017fce6aa8e34498,2023-04-29,6:20pm,600 PALOMAR STREET ,2305797,DUI CHECKPOINT,cvpd,dui checkpoint,05797,4601.0,1752.0,4.0,2023-04-30
32.6478961,-117.0835841,5:01pm,39ef5ec5deff231d8a9980d277b8c800,2023-04-29,5:01pm,100 Landis Ave.,CVL36057,Vicious Dog,cvpd,vicious dog,36057,1060.0,397.0,6.0,2023-04-30
32.648577,-117.085596,5:34pm,edea28b0eff9754da406420ff76e2a28,2023-04-29,5:34pm,600 Glover Ct.,CVL36061,Suspicious Person,cvpd,suspicious person,36061,2633.0,1198.0,9.0,2023-04-30
32.6378566,-117.092163,9:46am,c68fefadb476833cd06577a1e65ed51f,2023-04-29,9:46am,300 Broadway,CVL35954,Suspicious Person,cvpd,suspicious person,35954,7992.0,3281.0,19.0,2023-04-29
32.6066251,-117.0829019,11:54am,6d11ae3396589ecb5453434e8cfcdfd8,2023-04-29,11:54am,1150 Broadway,CVL35986,Welfare Check,cvpd,welfare check,35986,5536.0,1859.0,11.0,2023-04-29
32.634122,-117.0909691,12:41pm,d451fa923277e4ac072f2b6ee32f2a00,2023-04-29,12:41pm,400 Broadway,CVL35997,Welfare Check,cvpd,welfare check,35997,4702.0,1698.0,10.0,2023-04-29
32.6100032,-117.0540433,2:21pm,c89d93792211bff17c018d4ddde8e361,2023-04-29,2:21pm,00 E. Palomar St.,CVL36019,Fire,cvpd,fire,36019,5607.0,1840.0,16.0,2023-04-29
32.61978648,-117.02298253,12:03pm,7337b3e1b75c71a7d03d9fb33962dc4e,2023-04-29,12:03pm,Main St./ Oleander Ave.,CVL35992,Collision,cvpd,collision,35992,7841.0,2335.0,21.0,2023-04-29
32.612481,-117.0834765,2:50pm,00d5a4a7021295d35fdc5e2dd6be916d,2023-04-29,2:50pm,1030 Broadway,CVL36024,Unknown Problem,cvpd,unknown problem,36024,3933.0,1330.0,8.0,2023-04-29
32.7235152,-117.1614371,3:01pm,6dd3f7c114606d5c6499719ce39fef1e,2023-04-29,3:01pm,1700 Fourth Ave.,CVL36028,Fire,cvpd,fire,36028,6126.0,2179.0,9.0,2023-04-29
32.6366714,-117.0826389,3:37pm,d5af1d1023a4736124f87b60c3d756db,2023-04-29,3:37pm,Fourth Ave./ G St.,CVL36038,Collision,cvpd,collision,36038,650.0,281.0,3.0,2023-04-29
32.6082354,-117.027952,3:50pm,2591a05df8c5ddf1dc678a4d18d180ce,2023-04-29,3:50pm,Brandywine Ave./ Olympic Pkwy.,CVL36023,Domestic Violence,cvpd,domestic violence,36023,3330.0,1039.0,6.0,2023-04-29
32.6082354,-117.027952,4:14pm,b297fabdcafd9098429f1e88566a807f,2023-04-29,4:14pm,Brandywine Ave./ Olympic Pkwy.,CVL36023,Domestic Violence,cvpd,domestic violence,36023,3428.0,1071.0,7.0,2023-04-29
32.6232423,-116.985932,2:39pm,b2bec1c58993d23c8222861eb0eb706e,2023-04-29,2:39pm,1629 Santa Venetia St.,CVL36023,Domestic Violence,cvpd,domestic violence,36023,5091.0,1547.0,21.0,2023-04-29
32.6067522,-117.0528266,8:26pm,8c592c226e5d785e70b6f7d7da7000eb,2023-04-30,8:26pm,00 Quintard St,CVL036337,Family Disturbance ,cvpd,family disturbance,36337,6364.0,2080.0,14.0,2023-05-01
32.6217551,-117.0370937,9:59pm,45e748b7b1f8241c3ce6d22e024fb12b,2023-04-30,9:59pm,1200 Broadway,CVL036361,Battery ,cvpd,battery,36361,6643.0,2222.0,8.0,2023-05-01
32.7138553,-117.1587941,9:52pm,f9f1b7ab4d2b706f1fd158fe4c36be22,2023-04-30,9:52pm,600 F St,CVL036356,Domestic Violence,cvpd,domestic violence,36356,5903.0,2448.0,9.0,2023-05-01
32.6459475,-117.0907569,9:39pm,ee367425bef588f61860cb689e4a67c6,2023-04-30,9:39pm,500 D St,CVL036353,Suspicious person ,cvpd,suspicious person,36353,3191.0,1219.0,12.0,2023-05-01
32.6340761,-117.0772118,8:38pm,979baa52fd7f6489ebbe5c7d94d1ba16,2023-04-30,8:38pm,H St/ Third Ave,CVL036344,Reckless Driver ,cvpd,reckless driver,36344,594.0,265.0,3.0,2023-05-01
32.6235204579379,-116.977656403854,6:25pm,685f00f20e64b7435e1d9149a5b66723,2023-04-30,6:25pm,1785 Bellagio St,,,cvpd,,,67.0,12.0,1.0,2023-05-01
32.6211345,-117.0987064,10:21pm,93bd93b472af3c9f20a0225692081371,2023-04-30,10:21pm,800 Marina Pkwy,CVL036364,Suspicious circumstances ,cvpd,suspicious circumstances,36364,6381.0,2214.0,23.0,2023-05-01
32.63998451,-117.08270278,6:02pm,9d7287f1d02d15ca6ff33a9500e3177f,2023-04-30,6:02pm,175 E St.,CVL36318,Suspicious Circumstances,cvpd,suspicious circumstances,36318,3107.0,1258.0,19.0,2023-05-01
32.6020498,-117.0851422,3:32pm,72f5a4a2f5b393448d9c84cd39b846bf,2023-04-30,3:32pm,700 Ada St,CVL36293,Welfare Check,cvpd,welfare check,36293,6317.0,2069.0,10.0,2023-04-30
32.6020498,-117.0851422,2:24pm,4c003415942833aad79a5452d7cf7026,2023-04-30,2:24pm,700 Ada St.,CVL36287,Welfare Check,cvpd,welfare check,36287,10799.0,3510.0,17.0,2023-04-30
32.6031576,-117.0851599,2:15pm,e082414f00fc724049661937e944b75c,2023-04-30,2:15pm,1265 Industrial Blvd.,CVL36278,Subject Causing Disturbance,cvpd,subject causing disturbance,36278,9057.0,3050.0,13.0,2023-04-30
32.6477161,-117.0637551,9:14am,0bed933dcdf3c2ae364ab0a2a8133308,2023-04-30,9:14am,100 Bonita Rd.,CVL36244,Suspicious Person,cvpd,suspicious person,36244,4310.0,1736.0,21.0,2023-04-30
32.6264579,-117.0509896,8:55am,85d2f95e3601aa0345257f4885292be5,2023-04-30,8:55am,900 Myra Ave.,CVL36235,Suspicious Person,cvpd,suspicious person,36235,5278.0,1582.0,29.0,2023-04-30
32.6255754,-117.0081957,6:13pm,28236d1a82b3773dd21c20dd4e0f3aae,2023-04-30,6:13pm,Telegraph Canyon Rd./ Heritage Rd.,CVL36322,Traffic Hazard,cvpd,traffic hazard,36322,1871.0,572.0,3.0,2023-05-01
32.6198227,-117.02298211,3:50pm,2df5dfda2e9f4b9ef52facbc6a4eec2a,2023-05-01,3:50pm,751 Medical Center Ct,,,cvpd,,,5417.0,1679.0,29.0,2023-05-01
32.6305231,-117.0896591,3:42pm,dce9c0347cf7c8df252c26b771fc6345,2023-05-01,3:42pm,502 Broadway,CVL036562,Disturbance,cvpd,disturbance,36562,2168.0,846.0,10.0,2023-05-01
32.6137299,-117.0311977,3:30pm,70859200566c8ec7497a481a1e14bb09,2023-05-01,3:30pm,575 Juniper,CVL036559,Welfare Check,cvpd,welfare check,36559,2930.0,945.0,6.0,2023-05-01
32.6418459,-117.0792703,1:36pm,27742bcadecceddc36eab1b2c5b030b5,2023-05-01,1:36pm,279 F St,CVL036525,Welfare Check,cvpd,welfare check,36525,687.0,292.0,5.0,2023-05-01
32.6052545,-117.0840511,12:11pm,e78a872fc8d78adf5c943b6f6c1f48d1,2023-05-01,12:11pm,687 Palomar St,CVL036508,Welfare Check,cvpd,welfare check,36508,4214.0,1373.0,8.0,2023-05-01
32.6333064,-117.0310976,2:21pm,75fefeb2b2479440bbda06133238d0f9,2023-05-01,2:21pm,800 Entrada Ct,CVL036537,Domestic Disturbance,cvpd,domestic disturbance,36537,6573.0,2176.0,14.0,2023-05-01
32.5949015,-117.0649732,2:56pm,4976448a49aaaa4062dd2f44d8d2f161,2023-05-02,2:56pm,Main St/ Third Ave,CVL036859,Person down ,cvpd,person down,36859,6466.0,2296.0,8.0,2023-05-02
32.6384095,-117.076522,6:17pm,32bfab8b9c1258e90a930a09be149a8b,2023-05-02,6:17pm,500 Del Mar Ave,CVL036878,Subject causing a disturbance ,cvpd,subject causing a disturbance,36878,3883.0,1756.0,13.0,2023-05-03
32.7083632,-117.1610236,5:54pm,b4f93f2bda22461a7bfb0164eb3a7138,2023-05-02,5:54pm,300 Fourth Ave,CVL036911,Check the area ,cvpd,check the area,36911,3169.0,1475.0,8.0,2023-05-03
32.6244259,-117.0733023,6:25pm,4632668c347db695ec9eb291f810f548,2023-05-02,6:25pm,Third Ave/ I St,CVL036923,Person Down ,cvpd,person down,36923,3151.0,1273.0,10.0,2023-05-03
32.6196767,-117.0850599,5:36pm,a2e1d9fb1cd331ce0ac514d204389c66,2023-05-02,5:36pm,00 Broadway,CVL036874,Subject causing a disturbance ,cvpd,subject causing a disturbance,36874,3485.0,1301.0,14.0,2023-05-03
32.6067864,-117.0664038,4:59pm,5942a9aeaca18338ad37b9e3b7281f6a,2023-05-02,4:59pm,Third Ave/ Palomar St,CVL036900,Fire ,cvpd,fire,36900,7225.0,2626.0,10.0,2023-05-02
32.7150038,-117.157851,4:22pm,a965e4335172e883c6becba8405ef10f,2023-05-02,4:22pm,700 E St,CVL036882,Weapon Threat ,cvpd,weapon threat,36882,5243.0,2066.0,12.0,2023-05-02
32.6136982,-117.0826798,2:46pm,dfceccda895009df6d036b030e61b404,2023-05-02,2:46pm,Broadway / Moss St,CVL036819,Traffic hazard ,cvpd,traffic hazard,36819,3314.0,1178.0,5.0,2023-05-02
32.6102421,-117.067757,12:05pm,8633a76cf27d90ee19c474578194b883,2023-05-02,12:05pm,300 Oxford St,CVL036808,Unknown problem ,cvpd,unknown problem,36808,5860.0,2163.0,8.0,2023-05-02
32.6378566,-117.092163,1:14pm,fffa5ab67b2c7fc0ec53e262f67692a9,2023-05-02,1:14pm,300 Broadway,CVL036781,Warrant ,cvpd,warrant,36781,8845.0,3350.0,21.0,2023-05-02
32.6217551,-117.0370937,1:06pm,174f866bde2d9bcd8888413fe1802a32,2023-05-02,1:06pm,1200 Broadway,CVL036816,Narcotics ,cvpd,narcotics,36816,8927.0,3160.0,11.0,2023-05-02
32.6305114,-117.0203878,12:53pm,dc996757623d4158a5efdf98f8330004,2023-05-02,12:53pm,900 E J St,CVL036825,Subject with a gun ,cvpd,subject with a gun,36825,3876.0,1253.0,9.0,2023-05-02
32.6099128,-117.0816837,12:30pm,e4e5ac40f5c5960615765028bc29617f,2023-05-02,12:30pm,1100 Broadway  ,CVL036823,Traffic Collision ,cvpd,traffic collision,36823,4326.0,1408.0,7.0,2023-05-02
32.6298124,-117.0019038,9:33am,c71f7b4bd1c9c5de2ef2aa2314202a7d,2023-05-02,9:33am,Telegraph Canyon Rd/ Buena Vista Wy,CVL036751,Mental health evaluation ,cvpd,mental health evaluation,36751,3107.0,1098.0,6.0,2023-05-02
